oml_tuple_id,oml_sender_id,oml_seq,oml_ts_client,oml_ts_server,timeMeas,loclat,loclon,mRssi,mRssnr,mRsrp,mRsrq,mCqi,cellid,lac,rat,networkOperator,nameBS,brand_model,avgLatency,route_id
5920,1,0,0.939,1495221264.72391,1495222188213,39.36080868212447,22.958300241284284,-99,60,-104,-7,14,40252,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
5921,1,0,0.94,1495221266.80481,1495222190301,39.360781387691496,22.95839538827915,-113,60,-114,-9,10,40252,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
5922,1,0,0.944,1495221268.89474,1495222192393,39.36074214905261,22.95847809272559,-107,40,-108,-7,13,40252,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
5923,1,0,0.936,1495221271.00121,1495222194486,39.36069412024151,22.958577112120686,-109,10,-109,-9,6,40252,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
5924,1,0,0.945,1495221273.09847,1495222196586,39.360623810982695,22.95867651742369,-113,0,-113,-10,6,40301,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
5925,1,0,0.943,1495221275.17841,1495222198671,39.360581333730906,22.958724571492965,-113,-10,-118,-12,7,40301,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
5926,1,0,0.951,1495221277.25568,1495222200769,39.36051998146792,22.958801559203323,-113,-10,-115,-8,6,41421,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
5927,1,0,0.955,1495221279.32765,1495222202850,39.36045002829669,22.958876284365285,-107,50,-108,-6,10,41421,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
5928,1,0,0.963,1495221281.38921,1495222204916,39.360381166809425,22.95906062268897,-109,-80,-109,-9,6,41421,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
5929,1,0,0.942,1495221283.47743,1495222206978,39.36033109519934,22.959159834624156,-113,30,-116,-9,7,40301,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
5930,1,0,0.947,1495221285.53926,1495222209056,39.36028127510927,22.959252708423396,-113,30,-116,-9,7,40301,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
5931,1,0,0.944,1495221287.6182,1495222211136,39.36022465610469,22.95935009313921,-113,-1,-1,-1,-1,40301,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
5932,1,0,0.943,1495221289.7081,1495222213216,39.36017964320767,22.959442962935206,-113,40,-115,-8,7,40301,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
5933,1,0,0.961,1495221291.78824,1495222215301,39.36014084699109,22.95953198743214,-113,40,-115,-8,7,40301,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
5934,1,0,0.946,1495221293.87603,1495222217381,39.360101378703796,22.959616823553635,-111,60,-110,-6,9,40301,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
5935,1,0,0.951,1495221295.96504,1495222219475,39.360056049226955,22.95971002516623,-105,-1,-1,-1,-1,40301,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
5936,1,0,0.947,1495221298.03512,1495222221558,39.36001288621663,22.9597884931476,-95,90,-102,-6,10,40301,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
5937,1,0,0.938,1495221300.22505,1495222223633,39.35996574963746,22.95987576814718,-113,100,-111,-8,7,40301,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
5938,1,0,0.95,1495221302.20536,1495222225714,39.35992299509918,22.95996896178258,-109,80,-109,-7,14,40301,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
5939,1,0,0.95,1495221304.28233,1495222227796,39.359883580595536,22.96005808307325,-105,80,-107,-8,12,40301,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
5940,1,0,0.946,1495221306.34903,1495222229871,39.35984318396786,22.960144421143163,-113,40,-113,-7,10,40301,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
5941,1,0,0.945,1495221308.41901,1495222231940,39.35977325088214,22.960255130420155,-113,50,-112,-8,8,40301,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
5942,1,0,0.928,1495221310.48912,1495222234012,39.35972739368961,22.960338056666338,-103,80,-106,-8,14,40301,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
5943,1,0,0.946,1495221312.56582,1495222236085,39.35968233555234,22.960437730959523,-101,80,-105,-7,6,41421,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
5944,1,0,0.948,1495221314.6348,1495222238157,39.359644329925025,22.960521534283615,-109,60,-109,-7,6,40301,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
5945,1,0,0.945,1495221316.71492,1495222240234,39.35960317654253,22.96060407260845,-111,80,-110,-8,8,40301,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
5946,1,0,0.936,1495221318.83599,1495222242314,39.35955732042141,22.960695488522113,-109,90,-109,-7,9,40301,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
5947,1,0,0.946,1495221320.92471,1495222244432,39.35951785077807,22.96077779489976,-109,90,-109,-7,9,40301,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
5948,1,0,0.936,1495221323.01491,1495222246522,39.3594768730621,22.96085531206427,-107,70,-108,-8,10,40301,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
5949,1,0,0.947,1495221325.10323,1495222248612,39.359438236235846,22.96092023778152,-107,70,-108,-8,10,40301,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
5950,1,0,0.962,1495221327.16189,1495222250693,39.359390985264206,22.96102529842891,-113,70,-114,-9,7,40301,4120,LTE,20201,unknown,SM-G935F samsung 7.0,1,1
